ZN=F,ZN=F,ZN=F,ZN=F,ZN=F,ZN=F
Open,High,Low,Close,Adj Close,Volume
118.515625,118.65625,118.34375,118.578125,118.578125,1654904
118.671875,118.703125,117.984375,118.046875,118.046875,2411856
118.046875,118.25,118.03125,118.140625,118.140625,1230676
118.125,118.234375,117.890625,118.0,118.0,1215002
117.90625,118.265625,117.71875,117.984375,117.984375,2301837
117.796875,118.0,117.703125,117.78125,117.78125,1354498
117.75,118.203125,117.734375,118.125,118.125,1697861
118.171875,118.46875,118.109375,118.390625,118.390625,563274
118.421875,118.578125,118.234375,118.515625,118.515625,1878432
118.5,118.984375,118.375,118.75,118.75,2188936
118.6875,119.09375,118.609375,118.8125,118.8125,2392837
118.8125,119.25,118.765625,119.15625,119.15625,1826749
119.25,119.375,119.015625,119.296875,119.296875,1666762
119.234375,119.4375,119.1875,119.34375,119.34375,2225246
119.203125,119.265625,119.015625,119.234375,119.234375,1824157
119.1875,119.453125,119.125,119.28125,119.28125,1247520
119.328125,119.359375,119.0625,119.140625,119.140625,2513332
119.25,119.328125,119.109375,119.25,119.25,3153782
119.234375,119.40625,119.078125,119.390625,119.390625,3081143
119.3125,119.734375,119.234375,119.421875,119.421875,1940800
119.46875,119.765625,119.453125,119.546875,119.546875,312021
119.375,119.859375,119.265625,119.6875,119.6875,116128
119.859375,120.328125,119.78125,120.09375,120.09375,135343
120.109375,120.890625,120.078125,120.453125,120.453125,98775
120.359375,120.796875,120.25,120.765625,120.765625,45301
120.828125,120.9375,120.609375,120.6875,120.6875,19818
120.65625,120.78125,120.375,120.453125,120.453125,20929
120.484375,120.5,120.1875,120.28125,120.28125,11122
120.25,120.390625,120.234375,120.28125,120.28125,5119
120.296875,120.640625,120.28125,120.453125,120.453125,6471
120.4375,120.765625,120.40625,120.71875,120.71875,4909
120.703125,121.046875,120.703125,120.953125,120.953125,5991
121.046875,121.1875,120.890625,120.921875,120.921875,2011340
121.265625,121.328125,120.890625,121.0625,121.0625,2172584
120.9375,121.140625,120.890625,121.03125,121.03125,1417613
121.078125,121.5625,121.0,121.40625,121.40625,513369
121.53125,121.640625,120.875,121.03125,121.03125,881047
120.96875,121.59375,120.953125,121.53125,121.53125,1465439
121.390625,121.8125,121.28125,121.625,121.625,1312658
121.671875,122.125,121.5625,122.015625,122.015625,797287
121.8125,122.515625,121.8125,122.1875,122.1875,1537272
122.59375,123.25,122.21875,123.15625,123.15625,2637572
123.15625,123.234375,122.125,122.296875,122.296875,2132973
122.1875,122.46875,121.90625,122.046875,122.046875,1335862
121.953125,122.046875,121.609375,121.75,121.75,1174114
121.65625,121.859375,121.5,121.71875,121.71875,1428110
121.796875,122.109375,121.578125,121.71875,121.71875,1426743
121.625,122.109375,121.609375,121.953125,121.953125,1209547
121.921875,122.28125,121.875,121.90625,121.90625,1058706
121.9375,122.1875,121.78125,121.90625,121.90625,1555787
121.84375,121.9375,121.609375,121.71875,121.71875,1180543
121.765625,121.96875,121.390625,121.515625,121.515625,1449617
121.5,121.546875,121.0625,121.171875,121.171875,1468412
121.171875,121.625,121.15625,121.578125,121.578125,1733333
121.484375,121.546875,121.21875,121.390625,121.390625,1383476
121.484375,121.84375,121.40625,121.75,121.75,1356409
121.703125,121.78125,121.3125,121.40625,121.40625,1319213
121.34375,121.609375,121.265625,121.5,121.5,1326926
121.46875,121.8125,121.453125,121.78125,121.78125,1191668
121.75,122.140625,121.5,122.0,122.0,1711957
122.109375,122.59375,122.0625,122.46875,122.46875,1941362
122.453125,122.53125,121.875,121.9375,121.9375,1757389
121.984375,122.0,121.625,121.71875,121.71875,1022090
121.71875,121.96875,121.59375,121.875,121.875,1036243
121.875,122.109375,121.8125,121.890625,121.890625,1087271
121.921875,122.296875,121.90625,122.28125,122.28125,1523473
122.203125,122.46875,122.1875,122.375,122.375,1124119
122.328125,122.40625,122.0625,122.125,122.125,963200
122.1875,122.203125,121.890625,121.953125,121.953125,1143327
121.9375,121.984375,121.65625,121.75,121.75,1308329
121.78125,122.296875,121.703125,122.171875,122.171875,1743940
122.171875,122.25,121.90625,122.046875,122.046875,1084414
122.046875,122.3125,121.9375,122.21875,122.21875,1313246
122.296875,122.375,122.140625,122.15625,122.15625,1418484
122.21875,122.25,121.796875,121.90625,121.90625,2635431
121.84375,122.28125,121.84375,122.140625,122.140625,1879806
122.046875,122.125,121.921875,122.03125,122.03125,3161503
122.09375,122.359375,122.0625,122.328125,122.328125,3194291
122.296875,122.375,121.875,121.921875,121.921875,1627040
122.0,122.171875,121.609375,121.75,121.75,280819
121.71875,121.765625,121.359375,121.4375,121.4375,103654
121.359375,121.71875,121.3125,121.671875,121.671875,60189
121.671875,121.71875,121.46875,121.6875,121.6875,61859
121.734375,122.046875,121.6875,121.9375,121.9375,45404
121.96875,122.421875,121.953125,122.421875,122.421875,16332
122.390625,122.6875,122.328125,122.515625,122.515625,20808
122.46875,122.515625,122.28125,122.40625,122.40625,5093
122.25,122.671875,122.15625,122.609375,122.609375,14993
122.5625,122.625,122.421875,122.59375,122.59375,5233
122.5,122.578125,122.34375,122.453125,122.453125,4737
122.40625,122.8125,122.40625,122.703125,122.703125,26349
122.703125,122.765625,122.578125,122.59375,122.59375,16169
122.625,122.703125,122.40625,122.5,122.5,7481
122.5625,122.71875,122.546875,122.6875,122.6875,1540615
123.4375,123.6875,123.28125,123.359375,123.359375,1563387
123.359375,124.265625,123.328125,124.03125,124.03125,2521931
124.0625,124.671875,123.875,124.328125,124.328125,2186358
124.484375,124.515625,124.0625,124.40625,124.40625,1960900
124.3125,124.96875,124.265625,124.6875,124.6875,2172081
124.703125,124.953125,124.328125,124.5,124.5,1775988
124.40625,124.453125,124.078125,124.21875,124.21875,1962022
124.15625,124.171875,123.515625,123.609375,123.609375,1761109
123.625,123.859375,123.609375,123.765625,123.765625,1346910
123.8125,123.84375,123.40625,123.5,123.5,1565485
123.4375,123.703125,123.421875,123.546875,123.546875,1191134
123.515625,123.6875,123.265625,123.59375,123.59375,1419966
123.625,123.703125,123.421875,123.453125,123.453125,860631
123.453125,123.75,123.40625,123.640625,123.640625,1254979
123.59375,123.921875,123.53125,123.796875,123.796875,1349148
123.84375,123.859375,123.515625,123.5625,123.5625,1142422
123.609375,123.671875,123.03125,123.09375,123.09375,1629932
123.046875,123.203125,122.96875,123.15625,123.15625,1013260
123.15625,123.203125,122.796875,122.828125,122.828125,1356140
122.84375,122.9375,122.640625,122.859375,122.859375,1521927
122.859375,123.234375,122.84375,123.140625,123.140625,1434418
123.125,123.171875,122.921875,122.9375,122.9375,610997
122.953125,123.203125,122.90625,123.125,123.125,942906
123.140625,123.578125,123.109375,123.53125,123.53125,1330691
123.515625,123.5625,123.328125,123.390625,123.390625,1141463
123.390625,123.75,123.28125,123.671875,123.671875,1492354
123.671875,123.703125,123.390625,123.4375,123.4375,918956
123.515625,123.71875,123.3125,123.671875,123.671875,1897188
123.6875,124.125,123.46875,123.578125,123.578125,1929299
123.609375,123.65625,123.15625,123.171875,123.171875,1605845
123.25,123.46875,122.9375,123.34375,123.34375,1488964
123.5625,124.109375,123.5625,123.625,123.625,1421616
123.9375,124.03125,123.609375,124.015625,124.015625,1816896
123.921875,124.1875,123.65625,123.75,123.75,2020026
123.734375,124.265625,123.734375,123.984375,123.984375,2119854
124.0625,124.21875,123.828125,123.984375,123.984375,2112004
124.09375,124.5625,124.0,124.421875,124.421875,1832738
124.40625,124.53125,124.25,124.328125,124.328125,1302395
124.390625,124.84375,124.3125,124.671875,124.671875,1905968
124.6875,124.84375,124.3125,124.421875,124.421875,1441988
124.515625,124.78125,124.359375,124.484375,124.484375,1357736
124.5,124.59375,124.25,124.28125,124.28125,1263291
124.28125,124.359375,124.03125,124.140625,124.140625,1308309
124.140625,124.515625,124.09375,124.4375,124.4375,1523116
124.5,125.21875,124.46875,125.203125,125.203125,3130623
124.9375,125.078125,124.84375,124.890625,124.890625,2851424
125.015625,125.453125,124.90625,125.390625,125.390625,4279844
125.40625,125.84375,125.34375,125.625,125.625,3176520
125.375,125.8125,125.203125,125.6875,125.6875,1414607
125.75,126.5,125.734375,126.375,126.375,403790
126.3125,127.078125,126.3125,126.890625,126.890625,177818
126.953125,127.046875,126.328125,126.59375,126.59375,92950
126.4375,127.0625,126.40625,126.640625,126.640625,75356
126.625,126.90625,126.515625,126.609375,126.609375,26921
126.65625,127.25,126.578125,126.890625,126.890625,13638
126.578125,126.6875,126.390625,126.4375,126.4375,12131
126.390625,126.484375,126.203125,126.4375,126.4375,8523
126.4375,126.734375,126.4375,126.640625,126.640625,7195
126.703125,127.078125,126.6875,127.0,127.0,13309
127.078125,127.28125,126.84375,126.9375,126.9375,9381
126.875,127.046875,126.75,126.96875,126.96875,12680
126.90625,127.5,126.90625,127.140625,127.140625,6267
127.015625,127.015625,126.828125,126.90625,126.90625,1922272
127.875,128.265625,127.671875,128.0625,128.0625,2238622
127.796875,128.015625,127.4375,127.515625,127.515625,1597384
127.640625,127.984375,127.53125,127.9375,127.9375,987020
127.96875,128.25,127.890625,128.125,128.125,1649628
128.171875,128.1875,127.5625,127.59375,127.59375,1372796
127.625,127.953125,127.375,127.9375,127.9375,1358937
127.859375,128.0,127.6875,127.96875,127.96875,1360265
127.609375,127.96875,127.53125,127.6875,127.6875,1480141
127.75,128.171875,127.71875,128.140625,128.140625,1168305
128.15625,128.4375,128.140625,128.25,128.25,1229180
128.25,128.40625,127.265625,127.46875,127.46875,1994242
127.46875,127.734375,127.328125,127.5,127.5,1181049
127.390625,127.5,127.15625,127.296875,127.296875,1234559
127.234375,127.578125,126.859375,127.4375,127.4375,1896091
127.4375,127.640625,126.75,126.984375,126.984375,1751719
126.859375,127.140625,126.78125,127.109375,127.109375,1148508
127.0,127.21875,126.84375,127.171875,127.171875,931067
127.203125,127.25,126.71875,126.921875,126.921875,1322335
127.03125,127.53125,126.96875,127.359375,127.359375,1072723
127.453125,127.8125,127.234375,127.640625,127.640625,1741787
127.78125,127.859375,127.375,127.53125,127.53125,1260018
127.484375,127.6875,127.34375,127.59375,127.59375,816913
127.5625,127.609375,127.28125,127.359375,127.359375,1078947
127.28125,127.671875,127.265625,127.515625,127.515625,1127865
127.53125,127.84375,127.078125,127.28125,127.28125,1985659
127.234375,127.375,127.03125,127.21875,127.21875,1002499
127.3125,127.5,127.28125,127.453125,127.453125,867368
127.359375,127.546875,127.234375,127.34375,127.34375,1151527
127.359375,127.703125,127.015625,127.421875,127.421875,2403170
127.5,128.8125,127.140625,128.6875,128.6875,3135151
128.5625,129.140625,128.453125,128.859375,128.859375,2311855
128.90625,130.0,128.84375,129.84375,129.84375,2625894
130.15625,130.328125,129.46875,129.765625,129.765625,2306499
130.015625,130.859375,129.71875,130.15625,130.15625,2910174
129.734375,130.015625,129.375,129.921875,129.921875,2059943
130.0,130.265625,129.546875,129.6875,129.6875,1594152
129.671875,130.453125,129.609375,130.375,130.375,1147618
130.28125,130.53125,129.53125,129.828125,129.828125,2232738
129.671875,130.6875,129.65625,130.515625,130.515625,2099883
130.4375,131.34375,130.3125,130.953125,130.953125,2722396
130.90625,131.09375,130.40625,130.921875,130.921875,1549517
130.8125,130.8125,130.296875,130.4375,130.4375,1296412
130.359375,130.953125,130.359375,130.734375,130.734375,1318349
130.75,130.796875,130.328125,130.53125,130.53125,1479712
130.46875,130.734375,130.125,130.296875,130.296875,1941609
130.25,131.15625,129.875,130.953125,130.953125,3167656
131.3125,131.609375,130.75,130.78125,130.78125,2771285
130.859375,131.296875,130.84375,131.140625,131.140625,3317674
131.25,131.515625,131.125,131.359375,131.359375,2277729
131.3125,131.53125,130.8125,130.953125,130.953125,1120486
131.09375,131.140625,130.75,131.046875,131.046875,134475
131.25,131.71875,130.859375,131.453125,131.453125,79351
131.484375,131.65625,131.21875,131.609375,131.609375,30298
131.53125,131.5625,130.453125,130.65625,130.65625,43583
130.671875,130.828125,130.234375,130.734375,130.734375,18686
130.640625,130.671875,130.015625,130.25,130.25,13594
130.078125,130.21875,129.25,129.5625,129.5625,14702
129.375,129.5,129.203125,129.34375,129.34375,5571
129.296875,129.78125,128.859375,128.890625,128.890625,8368
128.953125,129.109375,128.0625,128.078125,128.078125,4103
128.375,128.671875,128.25,128.53125,128.53125,4831
128.4375,128.859375,128.4375,128.71875,128.71875,5737
128.734375,129.25,128.671875,128.8125,128.8125,4089
128.53125,129.046875,128.53125,128.921875,128.921875,1440535
129.5,129.96875,129.375,129.6875,129.6875,1238680
129.765625,130.421875,129.578125,130.078125,130.078125,1513971
129.96875,130.78125,129.921875,130.71875,130.71875,1689336
130.578125,130.75,129.890625,129.953125,129.953125,1777604
129.921875,130.390625,129.90625,130.28125,130.28125,1540564
130.21875,130.40625,129.9375,130.390625,130.390625,1325313
130.21875,130.390625,130.03125,130.3125,130.3125,1214229
130.375,130.921875,129.625,130.65625,130.65625,2172846
130.6875,131.25,130.4375,131.140625,131.140625,1824231
131.0625,131.96875,131.046875,131.75,131.75,1916073
131.703125,132.03125,131.484375,131.90625,131.90625,1601440
131.90625,131.984375,131.40625,131.515625,131.515625,1084278
131.484375,131.953125,131.203125,131.703125,131.703125,1396465
131.75,131.8125,131.25,131.28125,131.28125,1192798
131.359375,131.75,130.59375,130.703125,130.703125,1907652
130.640625,130.8125,129.71875,129.875,129.875,2087451
130.0625,130.59375,129.9375,130.21875,130.21875,451647
130.28125,130.546875,129.703125,129.765625,129.765625,1439696
129.796875,130.234375,129.765625,129.984375,129.984375,1480517
130.03125,130.1875,129.515625,129.90625,129.90625,1463817
129.921875,130.171875,129.765625,130.03125,130.03125,894043
130.09375,130.125,129.53125,129.625,129.625,926760
129.578125,129.859375,129.46875,129.8125,129.8125,1025951
129.875,130.140625,129.765625,129.859375,129.859375,887398
129.828125,130.0625,129.640625,129.84375,129.84375,1318699
129.859375,129.96875,129.359375,129.53125,129.53125,1248579
129.578125,129.578125,129.046875,129.15625,129.15625,1104455
129.171875,129.359375,129.046875,129.265625,129.265625,1107499
129.234375,129.71875,129.109375,129.484375,129.484375,1410254
129.71875,130.40625,129.53125,130.296875,130.296875,2201732
130.265625,130.484375,129.84375,130.015625,130.015625,1624270
130.03125,130.078125,129.53125,129.578125,129.578125,1107605
129.625,129.65625,128.859375,128.921875,128.921875,1794964
128.96875,129.390625,128.9375,129.328125,129.328125,1484890
129.203125,129.375,127.984375,128.390625,128.390625,2622358
128.421875,128.6875,128.109375,128.390625,128.390625,1764060
128.25,128.578125,128.21875,128.390625,128.390625,344598
128.390625,128.578125,128.140625,128.53125,128.53125,1365009
128.328125,128.921875,128.328125,128.890625,128.890625,1483757
128.734375,129.46875,128.6875,129.34375,129.34375,1644581
129.265625,129.3125,129.015625,129.140625,129.140625,978639
129.140625,129.453125,128.96875,129.328125,129.328125,1198151
129.265625,129.5,129.15625,129.4375,129.4375,1255752
129.453125,129.890625,129.4375,129.796875,129.796875,2142632
129.875,130.0625,129.390625,129.484375,129.484375,2582282
129.46875,129.703125,129.328125,129.453125,129.453125,2350148
129.4375,129.59375,129.25,129.515625,129.515625,2878708
129.546875,129.765625,129.359375,129.6875,129.6875,2602268
129.671875,129.6875,129.296875,129.375,129.375,1306006
129.359375,129.53125,129.15625,129.296875,129.296875,154267
129.171875,129.203125,128.703125,128.890625,128.890625,108406
129.03125,130.0625,128.8125,129.96875,129.96875,81149
129.90625,130.046875,129.375,129.40625,129.40625,40727
129.484375,129.609375,129.09375,129.3125,129.3125,26072
129.21875,129.375,128.6875,128.90625,128.90625,20825
128.90625,129.171875,128.890625,129.0,129.0,6185
129.078125,129.21875,128.84375,128.9375,128.9375,5641
128.90625,129.34375,128.90625,129.296875,129.296875,3744
129.265625,129.40625,128.265625,128.4375,128.4375,5183
128.140625,129.109375,128.015625,129.09375,129.09375,6156
129.0,129.0,128.53125,128.53125,128.53125,3697
128.734375,128.78125,128.5625,128.578125,128.578125,2840
128.640625,128.765625,128.25,128.328125,128.328125,1466
128.34375,128.5625,128.28125,128.5625,128.5625,1205409
128.203125,128.265625,127.96875,128.25,128.25,806749
128.21875,128.390625,128.046875,128.09375,128.09375,620132
128.140625,128.390625,128.0,128.3125,128.3125,398672
128.359375,128.46875,128.203125,128.375,128.375,402206
128.40625,128.671875,128.390625,128.65625,128.65625,667285
128.609375,128.6875,128.15625,128.53125,128.53125,891503
128.609375,128.609375,128.25,128.421875,128.421875,850930
128.296875,128.921875,128.15625,128.625,128.625,1250468
128.65625,129.4375,128.625,129.390625,129.390625,1817748
129.5,129.65625,129.15625,129.25,129.25,1666524
129.234375,129.390625,129.140625,129.15625,129.15625,1450885
129.25,130.1875,128.734375,128.765625,128.765625,2993268
128.765625,128.9375,128.546875,128.890625,128.890625,1594105
128.859375,129.171875,128.765625,129.078125,129.078125,1369615
129.109375,129.109375,128.8125,128.921875,128.921875,1055289
128.921875,129.234375,128.78125,129.140625,129.140625,1421799
129.171875,129.4375,129.125,129.34375,129.34375,1349774
129.359375,129.4375,129.078125,129.15625,129.15625,1373300
129.109375,129.21875,128.90625,129.046875,129.046875,1390519
129.125,129.609375,129.109375,129.578125,129.578125,1664597
129.53125,129.625,129.375,129.546875,129.546875,1349211
129.546875,130.03125,129.546875,129.78125,129.78125,1938652
129.8125,130.375,129.59375,130.28125,130.28125,2201734
130.578125,130.96875,130.53125,130.890625,130.890625,2434005
130.8125,131.1875,130.453125,130.609375,130.609375,2306819
130.515625,131.15625,130.421875,131.015625,131.015625,1757332
131.0625,131.53125,131.0,131.3125,131.3125,2694207
131.015625,131.828125,130.9375,131.65625,131.65625,2664632
131.859375,131.90625,131.125,131.578125,131.578125,2331880
131.546875,131.640625,130.75,130.890625,130.890625,2200574
130.921875,131.140625,130.359375,130.546875,130.546875,2584163
130.546875,130.65625,130.21875,130.5625,130.5625,1858725
130.546875,131.140625,130.515625,131.078125,131.078125,2331670
131.09375,131.390625,130.890625,131.359375,131.359375,1689593
131.125,131.1875,130.875,131.0,131.0,1579786
130.890625,130.9375,130.609375,130.6875,130.6875,1700284
130.65625,131.171875,130.640625,130.765625,130.765625,2149666
130.734375,131.125,130.734375,130.984375,130.984375,1496111
130.9375,131.390625,130.828125,131.203125,131.203125,1883347
131.171875,131.25,130.9375,131.078125,131.078125,1663072
131.09375,131.59375,130.9375,131.4375,131.4375,2356919
131.5,132.140625,131.4375,131.859375,131.859375,3397725
132.203125,132.890625,132.09375,132.65625,132.65625,4232656
132.734375,133.328125,132.34375,133.125,133.125,5598034
132.90625,133.40625,132.703125,133.328125,133.328125,4313431
133.09375,133.96875,133.015625,133.4375,133.4375,2733280
133.703125,134.984375,133.546875,134.84375,134.84375,275925
135.03125,135.84375,134.578125,135.265625,135.265625,85076
134.546875,136.953125,134.484375,136.0,136.0,60328
136.140625,136.640625,135.671875,136.25,136.25,43117
135.75,136.9375,135.671875,136.765625,136.765625,22117
136.796875,138.484375,136.703125,138.046875,138.046875,12490
138.546875,140.703125,138.5,139.296875,139.296875,6044
137.78125,138.75,137.0,137.546875,137.546875,4485
137.625,138.375,136.640625,137.140625,137.140625,5095
138.46875,138.890625,136.734375,136.890625,136.890625,2227
136.125,137.125,135.78125,135.796875,135.796875,805
136.65625,138.375,136.65625,138.0625,138.0625,8394
140.0,140.0,135.65625,136.0625,136.0625,3026
135.875,136.0,134.375,134.375,134.375,6960
135.140625,136.0,134.5625,135.3125,135.3125,1639
136.34375,136.5,136.0,136.5,136.5,1686753
137.5625,138.5625,137.203125,138.203125,138.203125,1817511
138.09375,138.3125,136.921875,137.453125,137.453125,1401549
137.234375,137.6875,137.03125,137.34375,137.34375,1308534
137.25,138.015625,137.21875,137.734375,137.734375,1294144
137.390625,138.75,137.34375,138.265625,138.265625,1247294
138.921875,139.390625,138.375,138.828125,138.828125,1259056
138.46875,139.046875,138.34375,138.6875,138.6875,1527275
138.796875,139.421875,138.78125,138.984375,138.984375,1342210
139.296875,139.453125,138.78125,138.890625,138.890625,1185789
139.015625,139.34375,138.890625,139.140625,139.140625,924986
138.984375,139.03125,138.328125,138.40625,138.40625,950207
138.4375,138.46875,137.5,137.90625,137.90625,1441115
138.0625,138.296875,137.703125,137.84375,137.84375,1137637
137.765625,138.390625,137.65625,138.25,138.25,1195287
138.078125,138.34375,137.890625,138.078125,138.078125,596558
137.96875,138.390625,137.84375,138.21875,138.21875,1076610
138.21875,139.28125,138.1875,139.15625,139.15625,1331091
139.171875,139.40625,138.953125,139.234375,139.234375,1139525
138.84375,139.4375,138.53125,138.890625,138.890625,1365292
139.015625,139.234375,138.921875,139.109375,139.109375,741098
139.21875,139.6875,139.078125,139.390625,139.390625,1092690
139.421875,139.53125,138.828125,139.046875,139.046875,954669
139.03125,139.171875,138.859375,139.015625,139.015625,1105020
139.09375,139.234375,138.890625,139.109375,139.109375,757985
139.0,139.046875,138.578125,138.65625,138.65625,881685
138.625,139.109375,138.53125,139.015625,139.015625,989863
139.0,139.28125,138.828125,138.96875,138.96875,1073167
138.9375,139.359375,138.796875,139.0625,139.0625,1533122
138.96875,139.265625,138.84375,138.875,138.875,870887
139.109375,139.234375,138.796875,138.96875,138.96875,916799
138.921875,138.984375,138.625,138.859375,138.859375,962282
138.796875,138.8125,138.265625,138.546875,138.546875,1272785
138.625,139.34375,138.5,139.296875,139.296875,1313439
139.1875,139.5,138.875,138.953125,138.953125,1090304
138.9375,139.0625,138.609375,138.625,138.625,981624
138.71875,139.09375,138.578125,138.953125,138.953125,1228975
139.078125,139.3125,139.03125,139.21875,139.21875,1203530
139.203125,139.515625,139.15625,139.421875,139.421875,1097438
139.375,139.65625,139.25,139.328125,139.328125,1039716
139.359375,139.390625,138.5625,138.59375,138.59375,1274344
138.671875,139.046875,138.578125,138.859375,138.859375,1271689
139.046875,139.15625,138.78125,139.078125,139.078125,1199320
139.015625,139.21875,138.984375,139.0625,139.0625,1429655
139.0625,139.421875,139.046875,139.15625,139.15625,1390072
139.1875,139.25,138.796875,138.953125,138.953125,3549623
138.984375,139.3125,138.6875,139.125,139.125,2558810
139.0625,139.21875,138.890625,138.953125,138.953125,1019614
139.0625,139.40625,139.046875,139.375,139.375,134842
139.453125,139.53125,139.109375,139.328125,139.328125,46926
139.328125,139.421875,139.125,139.1875,139.1875,23513
139.171875,139.203125,138.46875,138.5625,138.5625,44824
138.671875,138.734375,138.09375,138.203125,138.203125,28105
138.171875,138.359375,137.125,137.546875,137.546875,25910
137.484375,137.890625,137.421875,137.734375,137.734375,6176
137.90625,138.3125,137.875,138.15625,138.15625,7702
138.15625,138.984375,138.15625,138.875,138.875,7073
139.09375,139.421875,139.03125,139.421875,139.421875,4907
139.265625,139.28125,139.078125,139.109375,139.109375,3221
139.21875,139.46875,138.9375,139.109375,139.109375,3925
138.8125,138.984375,138.640625,138.796875,138.796875,3365
138.796875,138.984375,138.796875,138.96875,138.96875,1644
139.046875,139.203125,139.015625,139.203125,139.203125,1086
139.140625,139.15625,138.796875,139.15625,139.15625,862061
138.921875,138.953125,138.640625,138.703125,138.703125,733415
138.640625,138.90625,138.515625,138.75,138.75,957624
138.671875,138.90625,138.53125,138.875,138.875,1001745
138.875,139.0625,138.796875,138.90625,138.90625,1104239
138.84375,139.265625,138.828125,139.21875,139.21875,924291
139.234375,139.421875,139.078125,139.328125,139.328125,876658
139.375,139.4375,139.09375,139.171875,139.171875,1240939
139.15625,139.171875,138.796875,138.953125,138.953125,1163129
138.96875,139.1875,138.734375,139.09375,139.09375,890404
139.15625,139.234375,138.765625,138.984375,138.984375,832208
139.015625,139.328125,138.9375,139.203125,139.203125,795282
139.25,139.28125,139.015625,139.1875,139.1875,928752
139.078125,139.53125,139.0625,139.5,139.5,993559
139.375,139.703125,139.109375,139.21875,139.21875,1029496
139.15625,139.375,139.015625,139.21875,139.21875,774599
139.34375,139.515625,139.234375,139.421875,139.421875,902282
139.203125,139.4375,139.109375,139.34375,139.34375,789589
139.3125,139.5625,139.265625,139.484375,139.484375,629126
139.4375,139.5625,139.3125,139.359375,139.359375,566674
139.359375,139.5625,139.328125,139.390625,139.390625,531156
139.46875,139.59375,139.328125,139.515625,139.515625,614084
139.546875,139.671875,139.484375,139.5625,139.5625,647895
139.53125,139.703125,139.515625,139.625,139.625,661255
139.625,139.78125,139.53125,139.578125,139.578125,704619
139.5625,139.75,139.40625,139.46875,139.46875,748061
139.421875,139.734375,139.25,139.703125,139.703125,855554
139.703125,139.875,139.578125,139.75,139.75,785966
139.78125,140.0625,139.75,140.015625,140.015625,717957
139.96875,140.1875,139.875,140.078125,140.078125,1257506
140.15625,140.171875,139.875,139.9375,139.9375,843977
140.03125,140.40625,139.9375,140.328125,140.328125,773099
140.390625,140.40625,140.0,140.078125,140.078125,1020589
140.03125,140.40625,140.0,140.15625,140.15625,883198
140.140625,140.28125,139.90625,139.953125,139.953125,889708
139.9375,140.140625,139.828125,139.875,139.875,678683
139.875,139.9375,139.21875,139.25,139.25,1529185
139.359375,139.5,139.0,139.1875,139.1875,1494585
139.125,139.4375,138.890625,138.96875,138.96875,1322300
138.90625,139.21875,138.90625,139.125,139.125,1105774
139.15625,139.46875,139.109375,139.328125,139.328125,1000368
139.296875,139.5,139.25,139.390625,139.390625,850229
139.421875,139.5625,139.265625,139.375,139.375,1032995
139.3125,139.65625,139.3125,139.5625,139.5625,980383
139.5,139.734375,139.421875,139.5625,139.5625,994185
139.609375,139.71875,139.4375,139.515625,139.515625,1526307
139.46875,139.484375,139.015625,139.3125,139.3125,3003000
139.265625,139.34375,139.015625,139.3125,139.3125,2944270
139.328125,139.625,138.890625,138.96875,138.96875,2405027
138.90625,139.359375,138.71875,139.25,139.25,899499
139.296875,139.453125,139.09375,139.40625,139.40625,87139
139.34375,139.59375,139.203125,139.578125,139.578125,66545
139.59375,139.765625,139.453125,139.703125,139.703125,29458
139.71875,140.015625,139.578125,139.921875,139.921875,31479
139.84375,139.859375,139.1875,139.203125,139.203125,7549
139.28125,139.640625,139.25,139.5625,139.5625,7408
139.6875,139.71875,139.421875,139.46875,139.46875,3629
139.46875,139.625,139.34375,139.59375,139.59375,2380
139.609375,139.765625,139.53125,139.765625,139.765625,2037
139.765625,139.84375,139.671875,139.734375,139.734375,5413
139.734375,139.734375,139.625,139.671875,139.671875,3630
139.734375,139.953125,139.546875,139.640625,139.640625,4957
139.5625,139.90625,139.5625,139.640625,139.640625,1122
139.703125,139.703125,139.5625,139.609375,139.609375,8117
139.609375,139.875,139.609375,139.765625,139.765625,997320
139.578125,139.625,139.484375,139.625,139.625,816613
139.546875,139.671875,139.390625,139.5,139.5,980781
139.515625,139.609375,139.46875,139.578125,139.578125,1041394
139.546875,139.71875,139.46875,139.640625,139.640625,774189
139.640625,139.6875,139.515625,139.625,139.625,719441
139.703125,139.8125,139.625,139.78125,139.78125,788134
139.734375,139.796875,139.34375,139.53125,139.53125,1728153
139.46875,139.640625,139.203125,139.546875,139.546875,1526426
139.515625,139.78125,139.359375,139.4375,139.4375,1444042
139.375,139.453125,138.75,138.921875,138.921875,1339887
138.765625,139.1875,138.71875,139.046875,139.046875,1619887
139.125,139.140625,138.640625,138.71875,138.71875,1348929
138.703125,138.9375,138.703125,138.921875,138.921875,991733
138.796875,138.984375,138.671875,138.828125,138.828125,1004425
138.828125,138.9375,138.796875,138.90625,138.90625,195305
138.90625,139.25,138.890625,139.203125,139.203125,1044436
139.203125,139.328125,139.140625,139.21875,139.21875,801761
139.203125,139.4375,139.0625,139.125,139.125,1146506
139.09375,139.234375,138.96875,139.0625,139.0625,928432
139.03125,139.046875,138.75,138.921875,138.921875,1040956
138.828125,138.890625,138.65625,138.703125,138.703125,1249462
138.75,138.765625,138.40625,138.578125,138.578125,1517057
138.5,138.625,138.15625,138.328125,138.328125,1390076
138.265625,138.46875,138.171875,138.359375,138.359375,1190049
