ZN=F,ZN=F,ZN=F,ZN=F,ZN=F,ZN=F
Open,High,Low,Close,Adj Close,Volume
129.84375,130.0,129.34375,129.5,129.5,1036202
129.515625,131.0,127.828125,128.03125,128.03125,4231834
128.09375,128.5,127.296875,127.5625,127.5625,3054870
127.21875,127.21875,125.953125,126.65625,126.65625,2439460
126.40625,126.984375,126.328125,126.421875,126.421875,1750696
126.578125,126.6875,125.890625,126.46875,126.46875,1843304
126.5,126.765625,125.828125,126.078125,126.078125,1606222
125.84375,126.15625,125.3125,125.5625,125.5625,1914268
125.375,125.875,125.3125,125.546875,125.546875,1635973
125.796875,125.96875,125.546875,125.703125,125.703125,2263826
125.71875,125.921875,124.859375,125.359375,125.359375,3075104
125.375,125.390625,124.796875,125.203125,125.203125,1479196
125.359375,125.734375,125.3125,125.640625,125.640625,2507938
125.703125,125.828125,125.359375,125.765625,125.765625,1214689
125.796875,125.828125,124.984375,125.234375,125.234375,361206
125.09375,125.171875,124.34375,124.734375,124.734375,92573
124.734375,125.375,124.734375,125.234375,125.234375,42433
125.609375,125.765625,124.734375,125.1875,125.1875,52882
125.15625,125.34375,125.125,125.203125,125.203125,17022
125.234375,125.578125,125.140625,125.546875,125.546875,17059
125.609375,125.609375,124.953125,125.28125,125.28125,18868
125.0,125.28125,124.671875,124.796875,124.796875,8544
124.609375,124.84375,124.3125,124.765625,124.765625,5861
124.875,125.078125,124.625,124.671875,124.671875,3337
124.890625,125.125,123.84375,124.15625,124.15625,7771
123.859375,123.859375,123.296875,123.703125,123.703125,11375
123.546875,123.859375,123.53125,123.609375,123.609375,10007
123.65625,124.15625,123.65625,124.03125,124.03125,11592
124.0,124.0,123.703125,123.9375,123.9375,510265
123.359375,123.421875,123.046875,123.265625,123.265625,585524
123.265625,123.46875,123.203125,123.359375,123.359375,287288
123.34375,123.34375,123.09375,123.203125,123.203125,263382
123.1875,123.6875,123.15625,123.640625,123.640625,624846
123.640625,124.078125,123.609375,123.9375,123.9375,766254
123.96875,124.328125,123.859375,124.28125,124.28125,786367
124.125,124.234375,123.578125,124.109375,124.109375,1442195
124.140625,124.28125,123.859375,124.109375,124.109375,1153515
124.203125,125.03125,124.109375,124.828125,124.828125,1882843
124.953125,125.328125,124.3125,124.40625,124.40625,1540229
124.390625,124.859375,124.234375,124.78125,124.78125,889369
124.828125,124.921875,124.625,124.765625,124.765625,907696
124.78125,125.203125,124.578125,124.8125,124.8125,1460875
124.765625,125.328125,124.75,124.890625,124.890625,1409184
124.875,125.3125,124.34375,124.78125,124.78125,1584205
124.703125,125.421875,124.6875,125.234375,125.234375,1592429
125.234375,125.28125,124.3125,124.71875,124.71875,1290896
124.3125,124.484375,123.859375,124.171875,124.171875,1809571
124.0625,124.296875,123.78125,124.21875,124.21875,1461739
124.171875,124.984375,124.15625,124.8125,124.8125,1684165
124.859375,124.9375,124.203125,124.21875,124.21875,1168462
124.296875,124.390625,123.734375,123.8125,123.8125,1407113
123.921875,124.015625,123.5625,123.96875,123.96875,1392976
123.96875,124.1875,123.796875,124.171875,124.171875,1076894
124.203125,124.359375,124.0625,124.21875,124.21875,1214640
124.140625,124.671875,124.0625,124.46875,124.46875,2121500
124.453125,124.46875,123.90625,124.328125,124.328125,1496441
124.3125,124.703125,124.234375,124.375,124.375,1373958
124.34375,124.828125,124.09375,124.28125,124.28125,1887958
124.421875,125.015625,124.40625,124.9375,124.9375,1276682
124.9375,125.3125,124.75,125.109375,125.109375,1410505
125.046875,125.5625,124.984375,125.359375,125.359375,1724286
125.484375,125.484375,124.84375,124.921875,124.921875,1434680
124.921875,124.921875,124.625,124.78125,124.78125,1166254
124.734375,124.75,124.4375,124.59375,124.59375,826475
124.546875,124.625,123.96875,124.234375,124.234375,1536726
124.203125,124.265625,123.765625,123.96875,123.96875,1448757
124.0,124.53125,123.953125,124.453125,124.453125,1367559
124.4375,124.90625,124.34375,124.703125,124.703125,1124874
124.6875,124.796875,124.390625,124.703125,124.703125,1534132
124.671875,124.984375,124.4375,124.765625,124.765625,2624783
124.78125,125.15625,124.734375,125.046875,125.046875,3329428
125.15625,125.671875,125.078125,125.609375,125.609375,2291354
125.640625,125.640625,125.109375,125.140625,125.140625,1246309
125.15625,125.359375,124.671875,125.109375,125.109375,402589
124.796875,124.796875,124.171875,124.28125,124.28125,141988
124.296875,124.359375,123.9375,124.078125,124.078125,62582
124.125,124.25,123.875,124.171875,124.171875,47557
124.140625,124.4375,124.109375,124.1875,124.1875,13581
124.15625,124.21875,123.984375,124.046875,124.046875,19444
124.03125,124.09375,123.5,123.765625,123.765625,29878
123.65625,123.75,123.34375,123.46875,123.46875,7716
123.34375,123.8125,123.3125,123.65625,123.65625,8547
123.671875,123.8125,123.359375,123.46875,123.46875,10406
123.390625,123.671875,123.328125,123.5625,123.5625,6779
123.671875,124.453125,123.5625,124.390625,124.390625,5977
124.40625,124.484375,124.109375,124.234375,124.234375,4207
124.140625,124.546875,124.125,124.390625,124.390625,4496
124.40625,124.6875,124.40625,124.671875,124.671875,9286
124.6875,125.046875,124.484375,124.90625,124.90625,5904
124.984375,125.28125,124.96875,125.078125,125.078125,1678891
124.453125,124.625,124.1875,124.40625,124.40625,1533329
124.328125,124.59375,124.21875,124.53125,124.53125,1004433
124.421875,124.921875,124.421875,124.671875,124.671875,1144030
124.640625,124.828125,124.265625,124.359375,124.359375,1345398
124.28125,124.65625,124.203125,124.578125,124.578125,1207851
124.625,124.6875,124.265625,124.34375,124.34375,1058234
124.328125,124.625,124.234375,124.5625,124.5625,1525342
124.59375,125.234375,124.5,125.03125,125.03125,1559814
125.203125,125.359375,124.890625,125.03125,125.03125,1266102
124.921875,125.296875,124.75,125.046875,125.046875,1479991
125.203125,125.296875,124.9375,125.125,125.125,1079521
125.125,125.78125,124.71875,124.8125,124.8125,2067987
124.765625,125.046875,124.625,124.90625,124.90625,947722
124.875,125.5625,124.875,125.484375,125.484375,1485530
125.484375,126.0,125.359375,125.46875,125.46875,1370086
125.96875,126.25,125.75,126.078125,126.078125,1329353
126.234375,126.40625,125.8125,125.90625,125.90625,804493
125.875,126.625,125.8125,126.515625,126.515625,1436201
126.578125,126.59375,126.09375,126.28125,126.28125,1198623
126.21875,126.34375,125.828125,125.953125,125.953125,1205793
126.015625,126.28125,125.90625,126.0625,126.0625,1046535
125.46875,125.859375,125.203125,125.796875,125.796875,1548042
125.8125,125.859375,125.265625,125.40625,125.40625,1116975
125.359375,125.625,125.21875,125.5625,125.5625,1505845
125.59375,125.78125,125.4375,125.640625,125.640625,1417606
125.65625,125.75,125.28125,125.71875,125.71875,1666787
125.71875,125.796875,125.328125,125.46875,125.46875,948935
125.53125,125.8125,125.34375,125.703125,125.703125,997048
125.78125,125.828125,125.40625,125.546875,125.546875,1169980
125.46875,125.484375,125.0625,125.171875,125.171875,1245763
125.15625,125.34375,124.859375,125.21875,125.21875,1320832
125.09375,125.421875,124.9375,125.0625,125.0625,1174165
124.953125,125.0625,124.75,124.828125,124.828125,1094660
124.890625,125.171875,124.78125,124.8125,124.8125,1182375
124.796875,125.046875,124.71875,124.921875,124.921875,1273761
125.015625,125.59375,124.984375,125.46875,125.46875,1395241
125.53125,125.640625,125.34375,125.453125,125.453125,928493
125.4375,125.71875,125.28125,125.546875,125.546875,1287954
125.546875,126.453125,125.546875,126.421875,126.421875,2428546
126.4375,126.71875,126.15625,126.28125,126.28125,2330748
126.28125,126.359375,126.046875,126.1875,126.1875,1226277
126.234375,126.265625,126.046875,126.125,126.125,986022
126.09375,126.34375,125.8125,125.859375,125.859375,1674877
125.875,126.21875,125.765625,126.0625,126.0625,2304901
126.1875,126.25,126.046875,126.171875,126.171875,2433716
126.125,126.375,126.125,126.1875,126.1875,1922254
126.171875,126.5,126.046875,126.4375,126.4375,1822122
126.4375,126.5625,126.265625,126.5625,126.5625,260254
126.46875,126.5,126.234375,126.453125,126.453125,97166
126.484375,127.03125,126.390625,126.890625,126.890625,63468
126.859375,126.9375,126.65625,126.734375,126.734375,26275
126.75,127.140625,126.734375,127.015625,127.015625,34371
127.015625,127.03125,126.75,126.78125,126.78125,21734
126.765625,126.796875,126.484375,126.703125,126.703125,12186
126.84375,126.875,126.421875,126.65625,126.65625,15954
126.5625,126.734375,126.46875,126.5625,126.5625,7971
126.53125,126.625,126.453125,126.609375,126.609375,8417
126.5625,127.546875,126.5625,127.109375,127.109375,10110
127.234375,127.234375,126.8125,126.84375,126.84375,9569
126.828125,127.0625,126.71875,126.921875,126.921875,7023
127.0,127.046875,126.59375,126.65625,126.65625,8631
126.65625,126.921875,126.5625,126.921875,126.921875,7918
126.875,126.984375,126.6875,126.84375,126.84375,1028869
126.609375,126.8125,126.578125,126.671875,126.671875,884620
126.6875,126.765625,126.5625,126.734375,126.734375,714183
126.734375,126.90625,126.59375,126.78125,126.78125,841606
126.75,126.84375,126.15625,126.28125,126.28125,1626148
126.25,126.328125,125.875,126.203125,126.203125,1802887
126.171875,126.234375,125.578125,125.8125,125.8125,1915901
125.828125,125.890625,125.453125,125.53125,125.53125,1887665
125.515625,125.609375,125.03125,125.109375,125.109375,1023896
125.09375,125.5,124.984375,125.21875,125.21875,1649926
125.3125,125.34375,124.796875,124.984375,124.984375,1567162
125.015625,125.109375,124.796875,124.84375,124.84375,1509536
124.90625,125.140625,124.859375,125.078125,125.078125,886577
125.03125,125.234375,124.875,125.171875,125.171875,1078017
125.171875,125.734375,125.140625,125.515625,125.515625,1622688
125.546875,125.671875,125.265625,125.40625,125.40625,1260066
125.40625,126.03125,125.328125,125.671875,125.671875,1595405
125.578125,125.828125,125.5625,125.75,125.75,788340
125.6875,126.171875,125.671875,126.109375,126.109375,1392924
126.109375,126.1875,125.953125,126.046875,126.046875,907676
126.015625,126.265625,125.96875,126.0625,126.0625,1162716
126.078125,126.375,126.03125,126.3125,126.3125,757684
126.28125,126.375,126.078125,126.15625,126.15625,581057
126.140625,126.203125,125.484375,125.578125,125.578125,1468763
125.5,126.0625,125.484375,126.015625,126.015625,1384097
125.953125,126.046875,125.65625,125.828125,125.828125,1528350
125.8125,125.984375,125.546875,125.953125,125.953125,1232783
125.921875,126.046875,125.828125,125.890625,125.890625,1032988
125.84375,126.25,125.671875,126.234375,126.234375,1471383
126.1875,126.265625,125.96875,126.109375,126.109375,1337711
126.046875,126.46875,126.03125,126.359375,126.359375,1088192
126.390625,126.4375,125.90625,126.078125,126.078125,1266517
126.09375,126.21875,125.9375,126.171875,126.171875,699883
126.171875,126.234375,125.90625,126.015625,126.015625,913666
126.15625,126.578125,126.15625,126.34375,126.34375,1351014
126.265625,126.671875,126.1875,126.5625,126.5625,1303690
126.671875,126.875,126.546875,126.8125,126.8125,1478912
126.75,126.796875,126.4375,126.546875,126.546875,945523
126.546875,126.5625,126.015625,126.15625,126.15625,1206856
126.109375,126.578125,126.0,126.515625,126.515625,1354262
126.515625,126.84375,126.34375,126.71875,126.71875,1389101
126.796875,127.046875,126.5625,126.75,126.75,1344325
126.71875,126.90625,126.59375,126.84375,126.84375,857262
126.859375,126.875,126.53125,126.5625,126.5625,980893
126.5625,126.953125,126.5,126.921875,126.921875,1206815
126.9375,126.953125,126.671875,126.6875,126.6875,1746329
126.671875,126.953125,126.625,126.875,126.875,1954747
126.875,127.0,126.796875,127.0,127.0,1952451
127.03125,127.59375,127.03125,127.1875,127.1875,2641883
127.203125,127.234375,126.984375,127.078125,127.078125,1221758
127.140625,127.296875,126.984375,127.25,127.25,252047
127.265625,127.484375,126.875,126.953125,126.953125,123220
127.171875,127.71875,127.015625,127.671875,127.671875,76783
127.71875,127.8125,127.328125,127.34375,127.34375,37724
127.390625,127.953125,127.390625,127.765625,127.765625,29746
127.859375,128.109375,127.640625,127.75,127.75,17309
127.515625,127.546875,127.140625,127.25,127.25,13279
127.25,127.25,126.828125,126.90625,126.90625,14651
126.953125,127.03125,126.671875,126.71875,126.71875,19911
126.796875,126.8125,126.46875,126.6875,126.6875,10961
126.8125,126.828125,126.515625,126.59375,126.59375,9070
126.53125,126.5625,126.359375,126.375,126.375,4782
126.453125,126.5,126.25,126.28125,126.28125,20428
126.3125,126.4375,126.296875,126.34375,126.34375,1546871
125.6875,125.90625,125.5625,125.625,125.625,1288393
125.59375,125.9375,125.578125,125.734375,125.734375,1231862
125.75,126.140625,125.71875,126.0625,126.0625,1260658
126.03125,126.125,125.828125,126.0,126.0,1085938
125.9375,125.953125,125.3125,125.4375,125.4375,2014703
125.421875,125.5625,125.0625,125.546875,125.546875,1668758
125.53125,125.625,125.203125,125.3125,125.3125,1811508
125.234375,125.390625,124.9375,125.25,125.25,1322271
125.21875,125.40625,125.046875,125.328125,125.328125,954985
125.390625,125.609375,125.1875,125.328125,125.328125,1209896
125.375,125.4375,125.09375,125.15625,125.15625,990526
125.171875,125.21875,124.703125,125.03125,125.03125,1810859
125.046875,125.171875,124.984375,125.09375,125.09375,248732
125.140625,125.4375,125.015625,125.265625,125.265625,1217966
125.125,125.359375,125.0625,125.234375,125.234375,1123947
125.1875,125.4375,125.15625,125.390625,125.390625,1120475
125.40625,125.796875,125.3125,125.703125,125.703125,1465750
125.71875,125.734375,125.359375,125.421875,125.421875,1140752
125.453125,125.515625,125.21875,125.4375,125.4375,1087579
125.421875,125.4375,125.046875,125.140625,125.140625,1059325
125.078125,125.5,125.078125,125.265625,125.265625,1499271
125.34375,125.421875,124.78125,124.828125,124.828125,1715638
124.78125,125.0,124.71875,124.921875,124.921875,931547
124.96875,125.015625,124.5625,124.734375,124.734375,1353951
124.640625,124.6875,124.1875,124.453125,124.453125,2025047
124.546875,124.734375,124.28125,124.375,124.375,1763165
124.296875,124.75,124.203125,124.59375,124.59375,2067719
124.734375,125.046875,124.71875,125.015625,125.015625,1242395
125.0,125.109375,124.875,124.9375,124.9375,1425885
124.875,125.140625,124.71875,124.90625,124.90625,1387569
124.96875,125.265625,124.890625,125.140625,125.140625,1419118
125.15625,125.40625,125.015625,125.15625,125.15625,1373893
125.234375,125.421875,125.109375,125.359375,125.359375,954051
125.390625,125.46875,125.1875,125.421875,125.421875,1281128
125.375,125.46875,125.15625,125.25,125.25,1001966
125.171875,125.328125,125.046875,125.1875,125.1875,1685943
125.125,125.15625,124.65625,124.703125,124.703125,1387082
124.671875,124.90625,124.546875,124.625,124.625,960605
124.609375,124.828125,124.5,124.734375,124.734375,1232433
124.796875,125.21875,124.765625,125.046875,125.046875,1794617
125.125,125.125,124.765625,124.859375,124.859375,1145954
124.796875,125.078125,124.765625,124.90625,124.90625,1286280
124.96875,125.140625,124.6875,124.6875,124.6875,1276235
124.703125,124.921875,124.59375,124.6875,124.6875,1774516
124.734375,125.140625,124.609375,125.109375,125.109375,869759
125.09375,125.140625,124.890625,124.96875,124.96875,903231
124.984375,125.140625,124.84375,125.125,125.125,2900454
125.078125,125.234375,124.9375,124.96875,124.96875,2661242
125.046875,125.109375,124.515625,124.71875,124.71875,1899713
124.59375,124.65625,124.1875,124.3125,124.3125,399175
124.34375,125.09375,124.1875,124.671875,124.671875,178443
124.203125,124.578125,124.203125,124.5,124.5,66535
124.53125,124.640625,124.359375,124.59375,124.59375,30474
124.609375,124.953125,124.5625,124.828125,124.828125,40199
124.671875,124.859375,124.515625,124.515625,124.515625,15164
124.5625,124.703125,124.40625,124.515625,124.515625,18528
124.484375,124.734375,124.484375,124.5,124.5,12172
124.484375,124.5625,124.265625,124.359375,124.359375,40507
124.328125,124.875,124.15625,124.828125,124.828125,27179
124.828125,124.84375,124.5,124.78125,124.78125,23920
124.734375,124.8125,124.484375,124.640625,124.640625,10118
124.546875,124.625,124.4375,124.453125,124.453125,12750
124.421875,124.453125,123.859375,123.875,123.875,1383059
123.71875,123.828125,123.421875,123.453125,123.453125,1289547
123.453125,123.625,123.390625,123.515625,123.515625,845872
123.46875,123.546875,123.4375,123.46875,123.46875,309304
123.484375,123.671875,123.421875,123.625,123.625,317247
123.5625,124.015625,123.53125,123.984375,123.984375,783811
123.953125,123.96875,123.765625,123.84375,123.84375,767669
123.828125,124.078125,123.8125,124.046875,124.046875,699637
123.984375,124.0,123.53125,123.6875,123.6875,1062328
123.6875,123.890625,123.640625,123.78125,123.78125,955926
123.765625,123.78125,123.421875,123.671875,123.671875,1133647
123.671875,123.875,123.46875,123.515625,123.515625,1433004
123.484375,123.625,123.40625,123.484375,123.484375,739863
123.46875,123.5,122.984375,123.046875,123.046875,1686410
122.984375,123.09375,122.703125,123.0,123.0,2134251
122.96875,123.15625,122.859375,123.125,123.125,1690056
122.984375,123.0625,122.625,122.9375,122.9375,1652546
122.921875,123.15625,122.84375,122.984375,122.984375,1402869
122.984375,123.0625,122.546875,122.65625,122.65625,1448410
122.546875,122.59375,122.34375,122.453125,122.453125,1950365
122.375,122.5,122.109375,122.28125,122.28125,1617134
122.28125,122.359375,122.046875,122.09375,122.09375,1455296
122.171875,122.515625,122.125,122.421875,122.421875,1539444
122.484375,122.546875,122.140625,122.203125,122.203125,1616438
122.25,122.46875,121.96875,122.4375,122.4375,1766131
122.4375,122.453125,121.984375,122.0625,122.0625,1484833
122.046875,122.125,121.5625,121.8125,121.8125,1927423
121.8125,121.953125,121.53125,121.640625,121.640625,1691151
121.65625,121.859375,121.328125,121.578125,121.578125,2439319
121.671875,121.671875,121.078125,121.21875,121.21875,2201452
121.09375,121.203125,120.65625,120.734375,120.734375,2651934
120.8125,122.0625,120.5625,121.265625,121.265625,2851851
121.953125,122.59375,121.171875,121.484375,121.484375,3525275
121.203125,121.609375,120.859375,121.0,121.0,2201308
121.078125,121.25,120.53125,120.890625,120.890625,3081009
121.03125,121.578125,120.796875,121.171875,121.171875,2874444
120.9375,121.046875,120.625,120.890625,120.890625,1422174
120.84375,121.140625,120.84375,121.0,121.0,1277076
121.03125,121.234375,120.265625,120.328125,120.328125,2541538
120.40625,120.5625,120.03125,120.453125,120.453125,1801379
120.3125,120.78125,120.296875,120.578125,120.578125,1325756
120.5625,120.65625,120.15625,120.484375,120.484375,1618062
120.484375,120.609375,120.0625,120.203125,120.203125,2154049
120.140625,120.484375,120.09375,120.421875,120.421875,2364742
120.375,120.828125,120.25,120.734375,120.734375,2364742
120.734375,121.015625,120.65625,120.828125,120.828125,2811227
120.765625,120.890625,120.25,120.390625,120.390625,2092694
120.453125,120.703125,120.296875,120.65625,120.65625,329530
120.6875,121.296875,120.625,121.203125,121.203125,197034
121.171875,121.296875,120.6875,120.796875,120.796875,62175
120.78125,121.21875,120.53125,120.65625,120.65625,47984
120.65625,120.84375,120.453125,120.671875,120.671875,34443
120.71875,121.0625,120.609375,120.640625,120.640625,43812
120.640625,120.921875,120.59375,120.796875,120.796875,15370
120.8125,120.84375,120.46875,120.65625,120.65625,11961
120.609375,120.875,120.546875,120.84375,120.84375,10392
120.828125,121.140625,120.703125,120.921875,120.921875,17883
120.984375,121.28125,120.84375,121.140625,121.140625,8201
121.09375,121.28125,121.0,121.09375,121.09375,12544
121.078125,121.1875,120.90625,120.96875,120.96875,12887
120.96875,121.109375,120.71875,121.0,121.0,11475
120.890625,120.890625,120.65625,120.71875,120.71875,1081891
119.96875,120.25,119.6875,119.953125,119.953125,1518293
120.109375,120.78125,120.09375,120.515625,120.515625,2424965
120.546875,120.875,120.421875,120.609375,120.609375,1801888
120.640625,120.734375,120.34375,120.46875,120.46875,1302107
120.375,121.046875,120.34375,120.90625,120.90625,1842010
121.0,121.28125,120.78125,120.90625,120.90625,2317510
120.8125,121.1875,120.796875,121.140625,121.140625,1199682
121.03125,121.375,120.921875,121.265625,121.265625,1054232
121.25,121.265625,120.796875,120.84375,120.84375,1518112
120.90625,121.15625,120.671875,120.828125,120.828125,1510326
120.703125,120.734375,120.515625,120.5625,120.5625,1160720
120.5625,121.0625,120.546875,121.015625,121.015625,1660843
120.984375,121.015625,120.71875,120.90625,120.90625,1019971
120.921875,121.0,120.6875,120.765625,120.765625,1160672
120.71875,121.109375,120.671875,120.84375,120.84375,1366675
120.90625,120.96875,120.40625,120.46875,120.46875,1232813
120.46875,120.625,120.34375,120.484375,120.484375,1121633
120.46875,120.484375,120.21875,120.46875,120.46875,988126
120.4375,120.5625,120.3125,120.5625,120.5625,994110
120.453125,120.515625,120.078125,120.140625,120.140625,1215936
120.140625,120.203125,119.71875,119.828125,119.828125,1531393
119.84375,119.921875,119.46875,119.546875,119.546875,1328046
119.484375,119.5,119.203125,119.328125,119.328125,1509849
119.3125,119.453125,119.125,119.328125,119.328125,1500561
119.1875,119.28125,118.96875,119.078125,119.078125,1647855
119.046875,119.390625,119.015625,119.3125,119.3125,1312131
119.328125,119.546875,119.28125,119.5,119.5,1291016
119.484375,119.65625,119.375,119.625,119.625,1264395
119.546875,119.578125,119.359375,119.375,119.375,921986
119.453125,119.5625,119.25,119.515625,119.515625,1318968
119.515625,119.828125,119.4375,119.6875,119.6875,1462604
119.6875,119.984375,119.5625,119.703125,119.703125,1337672
119.625,119.765625,119.578125,119.6875,119.6875,633457
119.640625,119.71875,119.375,119.515625,119.515625,1208157
119.453125,119.46875,119.1875,119.265625,119.265625,1146875
119.21875,119.671875,119.203125,119.390625,119.390625,1424795
119.421875,119.53125,119.3125,119.40625,119.40625,1018534
119.375,119.484375,119.140625,119.25,119.25,924286
119.15625,119.21875,118.515625,118.609375,118.609375,2462266
118.671875,118.796875,118.4375,118.546875,118.546875,1803123
118.5,118.59375,118.328125,118.515625,118.515625,1649924
118.46875,118.90625,118.375,118.84375,118.84375,1608621
118.71875,118.9375,118.65625,118.84375,118.84375,1495659
118.875,118.953125,118.71875,118.875,118.875,1541549
118.875,119.453125,118.84375,119.390625,119.390625,2875558
119.40625,119.703125,119.28125,119.5,119.5,3791797
119.484375,120.015625,119.390625,119.859375,119.859375,2761228
120.296875,121.296875,120.09375,121.234375,121.234375,5473546
121.234375,121.390625,120.265625,120.609375,120.609375,2189691
120.53125,120.765625,120.265625,120.734375,120.734375,347770
120.546875,120.546875,119.90625,120.171875,120.171875,126455
120.125,120.15625,119.75,119.828125,119.828125,68235
119.78125,120.171875,119.78125,120.03125,120.03125,40028
119.953125,119.96875,119.578125,119.625,119.625,51286
119.625,120.296875,119.484375,119.921875,119.921875,21426
119.9375,120.265625,119.796875,119.921875,119.921875,16588
119.859375,119.890625,119.671875,119.765625,119.765625,17545
119.765625,119.828125,119.5625,119.734375,119.734375,6225
119.703125,119.765625,119.25,119.515625,119.515625,20285
119.578125,119.828125,119.546875,119.75,119.75,6303
119.875,120.140625,119.84375,119.890625,119.890625,5683
119.9375,120.0625,119.875,119.90625,119.90625,4250
119.953125,120.484375,119.953125,120.140625,120.140625,5995
120.125,120.15625,119.96875,119.96875,119.96875,1231414
119.5,119.921875,119.421875,119.859375,119.859375,1566709
119.84375,119.90625,119.640625,119.828125,119.828125,937367
119.859375,120.140625,119.859375,120.03125,120.03125,1504375
119.953125,120.109375,119.828125,120.0,120.0,1058281
119.984375,120.40625,119.9375,120.390625,120.390625,1898576
120.375,120.453125,120.15625,120.1875,120.1875,1409221
120.265625,120.296875,120.0625,120.1875,120.1875,1402554
120.125,120.4375,120.03125,120.078125,120.078125,1072783
120.03125,120.375,119.9375,120.3125,120.3125,0
120.234375,120.421875,120.09375,120.25,120.25,1166546
120.34375,120.625,120.203125,120.34375,120.34375,992184
120.375,120.390625,120.09375,120.125,120.125,804790
120.125,120.203125,120.0,120.015625,120.015625,1011141
120.234375,120.40625,120.078125,120.25,120.25,1588869
120.171875,120.25,120.015625,120.15625,120.15625,998978
120.21875,120.390625,120.125,120.359375,120.359375,822694
120.390625,120.390625,120.0,120.171875,120.171875,878760
120.1875,120.25,120.03125,120.125,120.125,818755
120.109375,120.25,120.0,120.0625,120.0625,866201
120.078125,120.421875,119.859375,120.296875,120.296875,1757197
120.328125,120.375,119.953125,119.984375,119.984375,1329203
120.015625,120.109375,119.453125,119.484375,119.484375,1631269
119.5625,119.640625,119.390625,119.5625,119.5625,1311962
119.546875,119.703125,119.328125,119.65625,119.65625,1673593
119.375,119.5625,119.28125,119.34375,119.34375,1476232
119.328125,119.515625,119.25,119.4375,119.4375,1273355
119.484375,119.484375,119.25,119.375,119.375,1053711
119.375,119.65625,119.34375,119.421875,119.421875,1915199
119.40625,119.5625,119.078125,119.171875,119.171875,1500142
119.171875,119.375,119.109375,119.328125,119.328125,1306817
119.296875,119.640625,119.234375,119.609375,119.609375,1284592
119.609375,119.84375,119.53125,119.734375,119.734375,905781
119.703125,119.75,119.40625,119.46875,119.46875,840015
119.46875,119.59375,119.390625,119.5,119.5,987422
119.53125,119.796875,119.5,119.71875,119.71875,1137612
119.75,120.40625,119.734375,120.375,120.375,2336406
120.3125,120.484375,120.125,120.25,120.25,2075482
120.15625,120.25,120.03125,120.109375,120.109375,1292946
120.0625,120.5625,120.046875,120.4375,120.4375,1829448
120.328125,120.40625,120.109375,120.265625,120.265625,1253118
120.3125,120.5,120.21875,120.25,120.25,1312548
120.328125,120.6875,120.28125,120.625,120.625,1286812
120.671875,120.6875,120.390625,120.453125,120.453125,1316423
120.578125,120.75,120.515625,120.625,120.625,1428199
120.609375,120.703125,120.5,120.59375,120.59375,1382001
120.515625,120.625,120.359375,120.515625,120.515625,1894629
120.609375,120.65625,120.3125,120.34375,120.34375,1687935
120.359375,120.40625,120.0625,120.09375,120.09375,3160594
120.125,120.25,119.96875,120.09375,120.09375,2379987
120.078125,120.328125,120.046875,120.265625,120.265625,1419186
120.3125,120.5,120.28125,120.390625,120.390625,0
120.34375,120.40625,120.046875,120.0625,120.0625,115787
120.109375,120.21875,119.984375,120.09375,120.09375,62969
120.125,120.34375,120.046875,120.296875,120.296875,55714
120.328125,120.34375,119.75,119.796875,119.796875,44350
119.765625,119.890625,119.734375,119.8125,119.8125,9954
119.8125,119.828125,119.453125,119.5,119.5,16762
119.515625,119.671875,119.515625,119.609375,119.609375,21477
119.5625,119.75,119.453125,119.59375,119.59375,8923
119.578125,119.59375,119.3125,119.359375,119.359375,15676
119.34375,119.40625,119.1875,119.3125,119.3125,9999
119.484375,119.5,118.953125,118.984375,118.984375,7820
118.953125,119.0,118.765625,118.859375,118.859375,1929508
118.703125,118.734375,118.4375,118.59375,118.59375,1614630
118.65625,118.734375,118.53125,118.671875,118.671875,1123897
118.703125,118.71875,118.46875,118.625,118.625,1188674
118.515625,118.5625,118.34375,118.453125,118.453125,1154172
118.4375,118.859375,118.4375,118.734375,118.734375,1538450
118.828125,118.984375,118.640625,118.75,118.75,1513415
118.765625,119.0,118.734375,118.78125,118.78125,1713641
118.71875,118.765625,118.515625,118.671875,118.671875,1262949
118.625,118.921875,118.609375,118.8125,118.8125,1651670
118.75,118.890625,117.921875,118.125,118.125,2673326
117.984375,118.03125,117.609375,117.859375,117.859375,2803647
117.890625,117.96875,117.515625,117.671875,117.671875,2363170
117.625,117.8125,117.421875,117.703125,117.703125,485721
117.640625,117.859375,117.46875,117.8125,117.8125,1937388
117.796875,118.203125,117.546875,117.75,117.75,2551116
118.203125,118.453125,117.953125,118.390625,118.390625,3666139
118.234375,118.4375,118.0,118.34375,118.34375,1979954
118.171875,118.328125,118.140625,118.15625,118.15625,1416067
118.21875,118.25,118.046875,118.21875,118.21875,1463983
118.125,118.296875,117.84375,118.046875,118.046875,1593614
117.859375,118.28125,117.78125,118.140625,118.140625,2331342
118.078125,118.1875,117.890625,117.953125,117.953125,1956703
117.96875,118.125,117.875,118.0,118.0,1410808
117.96875,118.65625,117.96875,118.265625,118.265625,2923885
118.25,118.859375,118.21875,118.625,118.625,2709457
118.765625,118.84375,118.4375,118.53125,118.53125,2132579
118.6875,119.1875,118.671875,119.03125,119.03125,2768692
119.015625,119.171875,118.703125,118.953125,118.953125,1948721
118.953125,118.984375,118.65625,118.78125,118.78125,1990798
118.65625,118.671875,118.359375,118.4375,118.4375,1956359
